,Unnamed: 0,filename,artist,title,style,genre,date
568,689,55897.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Reine de Joie,Art Nouveau (Modern),poster,1892
595,720,3707.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Booth of La Goulue at the Foire du Trone (Dance at the Moulin Rouge),Post-Impressionism,genre painting,1895
627,755,89358.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Moulin Rouge La Goulue,Art Nouveau (Modern),poster,1891
635,764,80713.jpg,dc589f213ba7bd398714ac2796b7c0ab,Alexander and Roxana,Baroque,history painting,
645,775,89801.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Woman brothel,Post-Impressionism,portrait,1894
687,822,40524.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Tenjiku Tokubei riding a giant toadn,Ukiyo-e,mythological painting,
706,842,62756.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Jane Avril Dancing,Art Nouveau (Modern),genre painting,1893
709,845,5429.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Martello tower in Guernsey,Realism,landscape,1907
720,859,69487.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Tokiwa-Gozen with her three children in the snow,Ukiyo-e,portrait,c.1840
724,863,61206.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Hasebe Nobutsura during the taira attack on the takakura palace,Ukiyo-e,battle painting,
725,864,51197.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Messaline (between two extras),Post-Impressionism,portrait,1901
733,874,77324.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Takagi Toranosuke capturing a kappa underwater in the Tamura river,Ukiyo-e,mythological painting,
737,878,1979.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Kyusenpo Sacucho charging throught the snow on a black stallion,Ukiyo-e,battle painting,
738,879,62963.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Amakasu Omi no Kami,Ukiyo-e,portrait,
741,882,47158.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Li Hayata Hironao grappling with the monster,Ukiyo-e,mythological painting,
748,889,1459.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Oki no Jiro Hiroari killing a monstrous tengu,Ukiyo-e,mythological painting,
754,896,16858.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Shimamura Danjo Takanori riding the waves on the backs of large crabs,Ukiyo-e,battle painting,
757,899,90896.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Roshi Ensei lifting a heavy beam,Ukiyo-e,portrait,
772,917,38169.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The ghost of Taira Tomomori,Ukiyo-e,battle painting,
793,939,26501.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The sailor Tokuso and the sea monster,Ukiyo-e,mythological painting,
801,949,39573.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Jane Avril leaving the Moulin Rouge,Post-Impressionism,genre painting,1893
817,967,19913.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Uneme is exorcising the monstrous serpent from the lake,Ukiyo-e,mythological painting,
875,1030,24733.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Yamamoto Kansuke fighting a giant boar,Ukiyo-e,mythological painting,
876,1031,71951.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,At the Cafe The Customer and the Anemic Cashier,Post-Impressionism,genre painting,1898
878,1033,35275.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Yvette Guilbert,Art Nouveau (Modern),portrait,1894
900,1057,85013.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Fusehime saving Inue Shimbyoe Masahi from a thunderboit,Ukiyo-e,portrait,
908,1065,26697.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Lady of the Star Harbour,Post-Impressionism,portrait,1899
921,1079,7131.jpg,8cdd41002b7b5c5d112865054a7fe13e,Coffee Drinking Women,Expressionism,genre painting,1907
925,1083,10549.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,A samurai overwhelming a giant serpent,Ukiyo-e,portrait,
930,1088,84393.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Young Routy Céleyran,Post-Impressionism,portrait,1882
952,1111,70833.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,The Pont Neuf ,Magic Realism,cityscape,1901
972,1131,94525.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Portrait de Gabrielle Vallotton,Art Nouveau (Modern),portrait,1908
975,1134,21133.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Maurice Joyant Somme bay,Post-Impressionism,genre painting,1900
999,1161,97894.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Reclining Nude on a couch,Realism,nude painting (nu),c.1905
1000,1162,103182.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The poet Dainagon sees an apparition,Ukiyo-e,mythological painting,
1019,1183,22521.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,USous wood,Realism,landscape,c.1920
1053,1226,1503.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Pinks and daisies or Pinks and dahlias,Magic Realism,flower painting,1912
1057,1230,62395.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,At the Market,Cloisonnism,genre painting,1895
1061,1234,32237.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,In bed,Post-Impressionism,genre painting,1893
1084,1269,31438.jpg,bc58ed3c3e7750f9644953020a39e867,Male Torso,Neoclassicism,nude painting (nu),1800
1100,1287,91991.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Portrait of Vincent van Gogh,Post-Impressionism,portrait,1887
1104,1292,46083.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Self-portrait in front of a mirror,Impressionism,self-portrait,1883
1109,1297,75455.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Count Alphonse de Toulouse Lautrec driving a four horse hitch,Impressionism,genre painting,1881
1134,1324,64828.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Minamoto Yorimitsu also known as Raiko,Ukiyo-e,mythological painting,
1150,1342,77548.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Still life in Chinese painting,Magic Realism,still life,1925
1151,1344,50112.jpg,8cdd41002b7b5c5d112865054a7fe13e,Study on Red Tart,Expressionism,sketch and study,1914
1153,1346,7275.jpg,c9380d13360b37f21cfd174d92a7247e,A Lakeshore,Realism,landscape,1953
1160,1354,4961.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,The Dordogne with Carrenac,Magic Realism,landscape,1925
1169,1363,7783.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Hoest,Neo-Romanticism,genre painting,
1216,1416,65022.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Houses and reeds,Magic Realism,landscape,1924
1238,1441,52938.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Reclining Female Nude,Realism,sketch and study,c.1905
1241,1445,95209.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,"Bather, stormy sky",Magic Realism,genre painting,1916
1246,1452,8508.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Moroccan jug and pears,Realism,still life,1924
1287,1498,76761.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,The Strong Castle and the place of Andelys,Magic Realism,cityscape,1924
1293,1504,15914.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Woman with the Jug,Magic Realism,nude painting (nu),1906
1374,1595,95581.jpg,bc58ed3c3e7750f9644953020a39e867,Raphael and the Fornarina,Neoclassicism,portrait,1814
1375,1596,34160.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Mitsukini Defying the Skeleton,Ukiyo-e,mythological painting,1845
1399,1624,48691.jpg,c9380d13360b37f21cfd174d92a7247e,Duty boats in the bay,Post-Impressionism,marina,1934
1409,1637,34352.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1424,1654,36821.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Portrait of Juliette Lacour (model),Art Nouveau (Modern),portrait,1886
1434,1667,19771.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The moonlight fight between Yoshitsune and Benkei on the Gojobashi,Ukiyo-e,battle painting,
1440,1674,14736.jpg,bc58ed3c3e7750f9644953020a39e867,Half-figure of a Bather,Neoclassicism,portrait,1807
1443,1678,39449.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The suicide of morozumi Masakiyo,Ukiyo-e,genre painting,
1444,1679,89047.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Madame Poupoule at Her Dressing Table,Post-Impressionism,genre painting,1898
1453,1689,60683.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Lighthouses in the storm,Neo-Romanticism,landscape,1891.0
1466,1703,75589.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Animals dyeing fabrics,Ukiyo-e,allegorical painting,
1479,1717,77757.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Otsu-e Paintings Coming Alive Triptych,Ukiyo-e,genre painting,c.1847
1482,1720,66601.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The sumo wrestler,Ukiyo-e,portrait,
1491,1730,51830.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Clearing water at Horikawa,Ukiyo-e,battle painting,
1492,1731,96479.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1504,1744,63376.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Honjo Shigenaga parrying an exploding shell,Ukiyo-e,portrait,
1505,1745,64644.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Edme Bochet,Neoclassicism,portrait,1811
1507,1747,96694.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Stingrays,Ukiyo-e,animal painting,
1510,1750,84293.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Krigen Mellom Froskene Og Musene 14,Neo-Romanticism,illustration,1885.0
1516,1757,6904.jpg,bc58ed3c3e7750f9644953020a39e867,Francesca da Rimini and Paolo Malatesta,Neoclassicism,portrait,1819
1517,1758,19637.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1520,1761,77816.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Scrbbling on the Storehouse Wall,Ukiyo-e,portrait,
1527,1768,49995.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Tokiwa Gozen in the snow,Ukiyo-e,portrait,
1544,1785,18991.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Women,Ukiyo-e,portrait,
1545,1786,84035.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1546,1787,59052.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1559,1801,94738.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Women,Ukiyo-e,portrait,
1573,1816,19917.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of the Princesse de Broglie,Neoclassicism,portrait,1853
1577,1820,96817.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Lady Kayo,Ukiyo-e,portrait,
1578,1821,20271.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Night rain at Narumi,Ukiyo-e,battle painting,
1580,1823,30840.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1581,1824,61512.jpg,dc589f213ba7bd398714ac2796b7c0ab,Portrait of Gaspard Schoppins,Baroque,portrait,c.1605
1587,1831,46372.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,"At first glance he looks very fiarce, but he's really a nice person",Ukiyo-e,portrait,
1588,1832,73648.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Woman with fan,Ukiyo-e,portrait,
1591,1835,8815.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Woman walkin throught a noren,Ukiyo-e,portrait,
1592,1836,58243.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,View of Mt. Fuji,,,
1600,1844,25259.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,"Sixty-nine Stations of the Kisokaido: Warabi, Inuyama Dosetsu, Edo period",Ukiyo-e,portrait,1852
1606,1850,91507.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Opening shellfish at Fukagawa,Ukiyo-e,portrait,
1617,1861,47385.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,For cats in different poses,Ukiyo-e,animal painting,
1621,1865,12689.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1628,1873,36640.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,A person as a person should be,Ukiyo-e,nude painting (nu),
1630,1875,18441.jpg,c9380d13360b37f21cfd174d92a7247e,The stand,Naïve Art (Primitivism),genre painting,1946
1645,1892,94224.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Ingrids have,Realism,sketch and study,
1646,1893,24906.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Women,Ukiyo-e,portrait,
1668,1918,98229.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1672,1922,23848.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The sumo wrestler,Ukiyo-e,portrait,
1677,1928,38528.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1680,1931,4857.jpg,bc58ed3c3e7750f9644953020a39e867,"Madame Johann Gotthard Reinhold, born Sophie Amalie Dorothea Wilhelmine Ritter, and her two daughters, Susette and Marie",Neoclassicism,portrait,
1698,1949,88851.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Hotei,Ukiyo-e,mythological painting,
1699,1950,41532.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,"At the Circus Fernando, the rider",Post-Impressionism,genre painting,1888
1712,1963,2263.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor,Ukiyo-e,portrait,
1717,1968,29370.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Benkei holdin a halberd,Ukiyo-e,portrait,
1718,1969,8923.jpg,bc58ed3c3e7750f9644953020a39e867,Oedipus and the Sphinx,Neoclassicism,mythological painting,1808
1738,1990,87678.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Madame Riviere nee Marie Francoise Jacquette Bibiane Blot de Beauregard,Neoclassicism,portrait,1806
1761,2015,2702.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Joseph-Antoine Moltedo,Neoclassicism,portrait,c.1810
1764,2018,47611.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Madame Marcotte de Sainte-Marie,Neoclassicism,portrait,1826
1768,2022,34819.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Women,Ukiyo-e,portrait,
1790,2045,67849.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Madame Moitessier Sitting,Neoclassicism,portrait,1856
1795,2051,86412.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Julegilde Hos En Velstaande Paddefamilie,Neo-Romanticism,illustration,
1798,2055,63689.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Horibe Yahei Kamaru parrying a spear thrust,Ukiyo-e,portrait,
1803,2060,60004.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Monsieur Leblanc,Neoclassicism,portrait,c.1823
1809,2068,65391.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,View of Mt. Fuji,,,
1818,2077,56078.jpg,bc58ed3c3e7750f9644953020a39e867,"Comtes de Tournon, née Geneviève de Seytres Caumont",Neoclassicism,portrait,1812
1819,2078,9745.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Ja Ja Du Faar Leva Da,Neo-Romanticism,mythological painting,
1832,2093,97360.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Madame de Senonnes,Neoclassicism,portrait,c.1816
1849,2114,37468.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Madame Leblanc,Neoclassicism,portrait,1823
1852,2118,88681.jpg,c8041306a183cbaf39ff8cd707c9cc7f,Peer Gynt 01,Neo-Romanticism,illustration,1890.0
1855,2124,629.jpg,dc589f213ba7bd398714ac2796b7c0ab,The Death of Seneca,Baroque,history painting,c.1615
1865,2136,44598.jpg,bc58ed3c3e7750f9644953020a39e867,Self-Portrait,Neoclassicism,self-portrait,1804
1869,2142,94079.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Woman aiu being capped Bath,Magic Realism,nude painting (nu),1897
1883,2157,99323.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Faces,Ukiyo-e,portrait,
1885,2159,54300.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Two Kamuro waiting for a courtesan,Ukiyo-e,portrait,
1900,2176,38670.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Nichiren going  into exile on the island of Sado,Ukiyo-e,landscape,
1906,2182,86310.jpg,bc58ed3c3e7750f9644953020a39e867,"Amedee-David, the Comte de Pastoret",Neoclassicism,portrait,1826
1910,2186,44256.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Two opponents in underwater fight,Ukiyo-e,battle painting,
1916,2193,3373.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Heavy rain,Ukiyo-e,landscape,
1917,2194,92263.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Hatakeyama Shigetada,Ukiyo-e,portrait,
1925,2203,98074.jpg,bc58ed3c3e7750f9644953020a39e867,Charles François Mallet,Neoclassicism,portrait,
1934,2212,43820.jpg,68cbc428edbcf480cbbb9a0e66e7046d,The Child`s Caress,Impressionism,genre painting,c.1890
1939,2217,29060.jpg,bc58ed3c3e7750f9644953020a39e867,Monsieur de Norvins,Neoclassicism,portrait,1812
1958,2238,45666.jpg,bc58ed3c3e7750f9644953020a39e867,The Kaunitz Sisters,Neoclassicism,portrait,
2007,2289,53129.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The Chushingura,Ukiyo-e,genre painting,
2018,2301,21068.jpg,bc58ed3c3e7750f9644953020a39e867,Baronesss Betty de Rothschild,Neoclassicism,portrait,1848
2031,2314,21653.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Caulking boats,Ukiyo-e,genre painting,
2065,2350,11120.jpg,bc58ed3c3e7750f9644953020a39e867,Countess Charles d'Agoult and her daughter Claire d'Agoult,Neoclassicism,portrait,1849
2066,2351,25705.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Women,Ukiyo-e,portrait,
2067,2354,88956.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Elsie in a Blue Chair,Impressionism,portrait,1880
2074,2361,57669.jpg,bc58ed3c3e7750f9644953020a39e867,Mademoiselle Jeanne Gonin,Neoclassicism,portrait,1821
2077,2364,94494.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Minamoto Yoshiie at the Nakoso barrier,Ukiyo-e,battle painting,
2103,2391,81931.jpg,e1587900e782de448f604b37cde0fdfd,Portrait of Monsieur Lepoutre,Expressionism,portrait,1916
2116,2406,71022.jpg,bc58ed3c3e7750f9644953020a39e867,Luigi Cherubini,Neoclassicism,portrait,1841
2124,2416,704.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,"Octopus, Red Fish",Ukiyo-e,animal painting,
2135,2430,30903.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Taira Koremochi spies the reflection of a female demon,Ukiyo-e,mythological painting,
2157,2454,18003.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Ferryman,Ukiyo-e,portrait,
2158,2455,60785.jpg,bc58ed3c3e7750f9644953020a39e867,"Portrait of Napoléon Bonaparte, The First Council",Neoclassicism,portrait,1804
2201,2500,37935.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Ball at the Moulin de la Galette,Post-Impressionism,genre painting,1889
2209,2509,16486.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Women,Ukiyo-e,portrait,
2216,2516,27829.jpg,e1587900e782de448f604b37cde0fdfd,Portrait of Diego Rivera,Expressionism,portrait,1914
2222,2522,40286.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Women,Ukiyo-e,portrait,
2230,2530,81822.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The actor Ichumura meeting a cat ghost,Ukiyo-e,portrait,
2237,2538,21811.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Madame Antonia de Vaucay nee de Nittis,Neoclassicism,portrait,1807
2259,2560,19891.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,A man,Ukiyo-e,portrait,
2298,2601,94973.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Madame Moitessier Standing,Neoclassicism,portrait,1851
2326,2631,35383.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The death of Nitta Yoshioki at the Yaguchi ferry,Ukiyo-e,battle painting,
2327,2632,23422.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Promenoir the Moulin Rouge,Post-Impressionism,genre painting,1895
2360,2671,101893.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Ruhendes Modell,Post-Impressionism,genre painting,1896
2379,2694,65515.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Strings for night firing,Ukiyo-e,battle painting,
2394,2709,52414.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Landscape in Cagnes,Magic Realism,landscape,1923
2406,2723,46285.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Women walking in the snow,Ukiyo-e,portrait,
2440,2761,50111.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,A beauty with a face brush,Ukiyo-e,portrait,
2448,2769,56144.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The arhat Handaka,Ukiyo-e,portrait,
2479,2804,46398.jpg,bc58ed3c3e7750f9644953020a39e867,Portrait of Napoléon on the Imperial Throne,Neoclassicism,portrait,1806
2494,2819,77254.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Seated Woman in the Garden of Mr. Forest Justine Dieuhl,Post-Impressionism,portrait,1890
2513,2840,82596.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,First Touch of Autumn,Impressionism,landscape,
2523,2851,33966.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Wrestling,Ukiyo-e,genre painting,
2532,2862,100336.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Woman catching firefly by a stream,Ukiyo-e,genre painting,
2542,2872,21602.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Maternal Kiss,Impressionism,genre painting,1896
2543,2873,46283.jpg,8cdd41002b7b5c5d112865054a7fe13e,The Red Tower in Halle,Expressionism,cityscape,1915
2546,2876,52618.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Nichiren saved from the executioners sword,Ukiyo-e,battle painting,
2549,2879,2213.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Apples,Magic Realism,still life,1919
2582,2914,102809.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Portrait of Chicasei Goyô,Ukiyo-e,portrait,
2584,2916,27569.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,The Salon de la Rue des Moulins,Art Nouveau (Modern),genre painting,1894
2589,2922,61314.jpg,e1587900e782de448f604b37cde0fdfd,Portrait of Celso Lagar,Expressionism,portrait,1915
2591,2924,98062.jpg,8cdd41002b7b5c5d112865054a7fe13e,Female Nudes Striding into the Sea,Expressionism,nude painting (nu),1912
2601,2936,29272.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,To remember Andelys,Magic Realism,landscape,1916
2609,2945,23006.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Coquettery,Magic Realism,genre painting,1911
2624,2963,81989.jpg,c8041306a183cbaf39ff8cd707c9cc7f,January,Neo-Romanticism,illustration,1890.0
2648,2988,13937.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Maxime Dethomas At the Ball of the Opera,Post-Impressionism,portrait,1896
2652,2992,65282.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Taira ghost,Ukiyo-e,mythological painting,
2661,3003,80571.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Landscape off ruins and fires,Magic Realism,battle painting,1914
2688,3034,31272.jpg,bc58ed3c3e7750f9644953020a39e867,The Dream of Ossian,Neoclassicism,portrait,1813
2696,3042,53407.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,"Monsieur, Madame and the Dog (Coupled brothel keepers)",Post-Impressionism,genre painting,c.1894
2699,3045,20089.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Helene de Septeuil,Impressionism,genre painting,1889
2704,3050,50957.jpg,8cdd41002b7b5c5d112865054a7fe13e,Three Naked in the Forest,Expressionism,nude painting (nu),1935
2716,3062,38842.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Woman being capped,Intimism,interior,1900
2751,3100,47355.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,At the shore of the Sumida river,Ukiyo-e,landscape,
2756,3105,753.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Lilacs in a Window,Impressionism,still life,c.1880
2763,3112,78591.jpg,e1587900e782de448f604b37cde0fdfd,Young woman,Expressionism,portrait,c.1918
2766,3115,17707.jpg,bc58ed3c3e7750f9644953020a39e867,Pere Desmarets,Neoclassicism,portrait,
2781,3134,65596.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The kins at Imado,Ukiyo-e,genre painting,
2782,3135,36223.jpg,e1587900e782de448f604b37cde0fdfd,Portrait of Raymond,Expressionism,portrait,1915
2797,3152,39113.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,At the Rat Mort,Post-Impressionism,genre painting,1899
