,Unnamed: 0,filename,artist,title,style,genre,date
247,324,91676.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Ono Shindon in the Suraga province,Ukiyo-e,genre painting,
248,325,79242.jpg,e45d15fb0b64d7230ef48365fc992ced,Countess Praskovia Vorontsova,Rococo,portrait,
249,326,6362.jpg,bfb541e54ad5c7320e8f80e2a2163e93,The Fuji from the mountains of Totomi,Ukiyo-e,genre painting,
251,328,7288.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Tama river in the Musashi province,Ukiyo-e,landscape,
252,329,35239.jpg,e45d15fb0b64d7230ef48365fc992ced,Portrait of Maria Dyakova ,Rococo,portrait,1778
253,330,60044.jpg,44eee069716bb323fdde08eecdcd9c74,The Arnolfini Wedding. The Portrait of Giovanni Arnolfini and his Wife Giovanna Cenami (The Arnolfini Marriage) ,Northern Renaissance,portrait,1434
254,331,69606.jpg,2196c96d3612334fa07aa43daa6ef322,The Sleeping Gypsy ,Naïve Art (Primitivism),genre painting,1897
257,334,92736.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Mitsui Shop on Suruga Street in Edo,Ukiyo-e,cityscape,c.1831
259,336,50093.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Ejiri in the Suruga province,Ukiyo-e,landscape,c.1832
261,338,73066.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Hodogaya on the Tokaido,Ukiyo-e,genre painting,
263,341,58664.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Lake Suwa in the Shinano province,Ukiyo-e,landscape,
264,342,79031.jpg,bfb541e54ad5c7320e8f80e2a2163e93,"The Fuji reflects in Lake Kawaguchi, seen from the Misaka pass in the Kai province",Ukiyo-e,landscape,
265,343,51997.jpg,1f020171f1660f14a8c822045b158a66,The Proclamation of American Independence,Naïve Art (Primitivism),history painting,1926.0
266,344,64794.jpg,c3e9d9ebe5f2900190bef9342c440bd9,The Adoration of the Magi,Northern Renaissance,religious painting,1504
268,346,68329.jpg,bfb541e54ad5c7320e8f80e2a2163e93,"Fuji, Mountains in clear Weather  (Red Fuji)",Ukiyo-e,landscape,1831
278,358,13211.jpg,bfb541e54ad5c7320e8f80e2a2163e93,The coast of seven leages in Kamakura,Ukiyo-e,landscape,
283,365,54323.jpg,bfb541e54ad5c7320e8f80e2a2163e93,The Fuji seen from the Mishima pass,Ukiyo-e,landscape,
284,366,52598.jpg,57a4723720fe446196e259123f11f8b1,The Entombment (detail from the Isenheim Altarpiece),Northern Renaissance,religious painting,c.1516
286,368,4735.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Tea house at Koishikawa. The morning after a snowfall,Ukiyo-e,landscape,
291,374,58764.jpg,bfb541e54ad5c7320e8f80e2a2163e93,The Big wave,Ukiyo-e,marina,
293,379,98698.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Sunset across the Ryogoku bridge from the bank of the Sumida river at Onmagayashi,Ukiyo-e,genre painting,
313,405,4364.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Tsukada Island in the Musashi province,Ukiyo-e,marina,
315,407,78091.jpg,28fc41d6f8efc4e8b85a7e03e5d319fd,Portrait of Hubert Robert ,Rococo,portrait,1788
316,408,82053.jpg,aa19b797266317f1eee59b9e11cc6b3b,Portrait of Naniwaya Okita,Ukiyo-e,portrait,c.1796
317,409,74123.jpg,7e7b4392f5776bb7c65a603155727f59,Altar of St. John the Baptist,Northern Renaissance,religious painting,1520
324,418,96147.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
331,425,11889.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
334,428,856.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
335,429,29007.jpg,5f5b31e07a9f529fab95992e6ef63c47,Self Portrait,Rococo,portrait,1819
338,432,67325.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
340,435,45753.jpg,831614e9da7ff241dc5783f098dd0107,"Pitcher, hen house ",Cubism,still life,1923.0
343,439,46490.jpg,bfb541e54ad5c7320e8f80e2a2163e93,"A scene of a shinto shrine dance, kagura",Ukiyo-e,genre painting,
344,440,78687.jpg,bfb541e54ad5c7320e8f80e2a2163e93,An older woman hits another woman with her shoe,Ukiyo-e,genre painting,
345,441,1123.jpg,bfb541e54ad5c7320e8f80e2a2163e93,"Oiran, a special beautiful courtesan",Ukiyo-e,genre painting,
347,443,71698.jpg,28fc41d6f8efc4e8b85a7e03e5d319fd,Portrait of Joseph Vernet ,Rococo,portrait,1778
348,444,86586.jpg,bfb541e54ad5c7320e8f80e2a2163e93,A well educated boy pays respect to an older man,Ukiyo-e,genre painting,
350,447,71855.jpg,bfb541e54ad5c7320e8f80e2a2163e93,An old woman,Ukiyo-e,genre painting,
352,449,72234.jpg,bfb541e54ad5c7320e8f80e2a2163e93,A woman makes a cursing ritual ceremony,Ukiyo-e,genre painting,
355,452,94943.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
356,453,14628.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Scene of housekeeping. Four women are working,Ukiyo-e,genre painting,
361,459,36713.jpg,bfb541e54ad5c7320e8f80e2a2163e93,A bride is on her way with her maid,Ukiyo-e,genre painting,
363,461,23452.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
365,463,63564.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Four women working very hard and carrying vats of water,Ukiyo-e,genre painting,
366,464,42954.jpg,c4d35a700a68e98b290fcef86011c577,Untitled,Abstract Expressionism,abstract,
367,465,12155.jpg,bfb541e54ad5c7320e8f80e2a2163e93,A man is watching a beautiful woman,Ukiyo-e,genre painting,
368,466,42432.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
370,468,76388.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
372,470,39586.jpg,bfb541e54ad5c7320e8f80e2a2163e93,A mean man will kill a woman with his sword,Ukiyo-e,genre painting,
373,471,83092.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
377,475,55979.jpg,e45d15fb0b64d7230ef48365fc992ced,Portrait of Procope Demidov,Rococo,portrait,1773
378,476,39086.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
381,479,48736.jpg,50900e56a7480824436d7ad7f83fcc2b,Cupid Unfastening the Girdle of Venus,Rococo,mythological painting,1788
382,480,76577.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
384,482,44603.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
387,485,47417.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Sceleton,Ukiyo-e,allegorical painting,
388,486,74498.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
389,487,84023.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
390,488,7022.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
391,489,80565.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
394,493,14108.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
395,495,8883.jpg,fb5d5b0c1a314cebea759dff3e52d909,Emma Homan ,Naïve Art (Primitivism),portrait,1844.0
396,496,37308.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
397,497,29842.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,design,
398,498,55911.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
399,499,43015.jpg,e7dabd4d8fe94ffecc6f2dbbe71ca0e9,Spectres,Abstract Expressionism,figurative,1960
401,502,62964.jpg,9aedafc30e2a675b8d761b0b313e2376,Landscape near Beauvais  early ,Rococo,landscape,1740
402,503,25140.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
404,505,8328.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,"Reconstruction of the column referred to in the preceding tables, and various medals of Antoninus and Faustina",Neoclassicism,capriccio,
409,512,33696.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
410,513,12977.jpg,cf4a3d96470ca6735201cb162d283a64,"Red Square, Moscow ",Neoclassicism,veduta,
411,514,72281.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
413,517,42728.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
415,519,13949.jpg,612edcdb31a0860c982b1833fc1e6d17,The Neuer Marktplatz in Dresden,Rococo,cityscape,1747
416,520,41945.jpg,c7410238d399d9f454123e59b059fdd2,Landscape at Beaulieu,Cubism,cityscape,1918
417,521,59420.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
418,522,65797.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
419,524,23565.jpg,79f6b47483600c140c91e901f746a368,Our Lady of the Angels,Neoclassicism,religious painting,
420,525,4155.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
423,531,40565.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
425,533,98150.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
428,536,33511.jpg,d2deddf1799393c1247b4ef5967fc11d,King George III,Rococo,portrait,
429,537,95183.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
431,539,22248.jpg,040827f8fb458d1cea7d3e0b9e33132f,Portrait of Count Alexander Kurakin,Rococo,portrait,1802
432,540,32755.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
433,541,73244.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
434,543,69250.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
435,544,63452.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
436,545,74387.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
438,547,43940.jpg,ee1fc5cb64efc639c3c00ccf3af614c4,Polyptych Albani Torlonia (particular detail),High Renaissance,religious painting,1491
443,554,38337.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
444,555,1155.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
446,557,90385.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Nude Sel-portrait,Northern Renaissance,self-portrait,1505
449,561,49948.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
450,563,48500.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
451,564,18290.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
455,569,89963.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
456,570,58805.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
457,571,49185.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
460,574,4613.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
463,578,48554.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
464,579,67208.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
467,582,91362.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
469,585,83477.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
470,586,64308.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
471,587,71876.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
475,591,78065.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
476,592,19873.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,landscape,
477,593,62361.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
481,597,43040.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
482,598,43927.jpg,703bd7953caa0cf7b8c86c2fdf92a0fc,Grace Allison McCurdy and Her Daughters ,Naïve Art (Primitivism),portrait,1804.0
483,599,77755.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
485,601,43739.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
488,604,5669.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
490,606,29966.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
492,608,61898.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
495,611,10260.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
497,613,15571.jpg,79f6b47483600c140c91e901f746a368,The Nut Gatherers,Neoclassicism,genre painting,1882
500,616,95635.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
502,618,84097.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
503,619,55540.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
504,620,89697.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
505,621,13673.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
506,622,20418.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
507,623,5158.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
510,627,26278.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
512,629,6628.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
515,632,13929.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
516,633,72010.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
519,636,89915.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
523,640,12970.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
524,641,44174.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,landscape,
525,642,14516.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
528,645,3423.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
529,646,31428.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
530,647,84867.jpg,2196c96d3612334fa07aa43daa6ef322,Landscape in Montsouris Park with five figures ,Naïve Art (Primitivism),landscape,1910
532,649,51770.jpg,3b4ee6d6140803ebef405983f23ffcc1,still Life (detail),Naïve Art (Primitivism),still life,
533,650,1620.jpg,3b4ee6d6140803ebef405983f23ffcc1,Donkey Bridge (fragment),Naïve Art (Primitivism),genre painting,
534,651,93666.jpg,3b4ee6d6140803ebef405983f23ffcc1,Saint George’s Day in Bolnisi (fragment),Naïve Art (Primitivism),genre painting,1915
535,652,72343.jpg,3b4ee6d6140803ebef405983f23ffcc1,Party by the River Tskheniszkali (fragment),Naïve Art (Primitivism),genre painting,
536,653,69355.jpg,3b4ee6d6140803ebef405983f23ffcc1,Saint George’s Day in Bolnisi (fragment),Naïve Art (Primitivism),genre painting,1915
537,654,2313.jpg,4553253cdd13315db81041f94db78529,Parable of the Prodigal Son (detail),Northern Renaissance,religious painting,
538,655,43522.jpg,3b4ee6d6140803ebef405983f23ffcc1,Still Life (detail),Naïve Art (Primitivism),still life,
539,656,43988.jpg,4553253cdd13315db81041f94db78529,Parable of the Prodigal Son (detail),Northern Renaissance,religious painting,
541,658,89965.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
546,665,16144.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,veduta,
549,668,72920.jpg,072592d6fa48c2ef2d5d248c0478e890,Portrait of an Unknown Man with a Letter,Northern Renaissance,portrait,1485
551,670,74636.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Arco di Settimio Severo,Neoclassicism,,
552,671,41722.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,capriccio,
555,674,17008.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
558,677,65415.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
563,682,31596.jpg,612edcdb31a0860c982b1833fc1e6d17,"The imperial summer residence, courtyard",Rococo,cityscape,1758
565,686,23361.jpg,26f9b721302a00962439d50cc9b5faaf,Two Venetian Ladies,High Renaissance,genre painting,c.1490
566,687,13527.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,interior,
570,691,58752.jpg,94a18720289642f88ceb572b1ddceb76,Emperor Maximilian triumphal,Northern Renaissance,history painting,1515
571,692,92783.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Mount Fuji as seen from the island Tsuku Dajima,Ukiyo-e,sketch and study,
573,697,7325.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,cityscape,
