,Unnamed: 0,filename,artist,title,style,genre,date
262,339,66051.jpg,2d1d5059ec661daaa7b0e921e708c7b8,Medusa,Baroque,mythological painting,c.1597
276,356,11908.jpg,062244b785e58518f2f189329633c59e,"Sketch for the spectacle, The action of Theophile",Art Nouveau (Modern),design,1907.0
279,359,38493.jpg,46200eee40e22039aef7a5944bb445c9,"Holy Spirit Church in Düsseldorf, design for the entrance wall",Art Nouveau (Modern),design,1907
287,369,95186.jpg,062244b785e58518f2f189329633c59e,"Sketch for the opera ""Prince Igor"" by Alexander Borodin ",Art Nouveau (Modern),design,1930.0
289,372,45108.jpg,46200eee40e22039aef7a5944bb445c9,"Holy Spirit Church in Düsseldorf, design for the choir wall",Art Nouveau (Modern),design,1907
291,374,58764.jpg,bfb541e54ad5c7320e8f80e2a2163e93,The Big wave,Ukiyo-e,marina,
297,384,38985.jpg,e8eae9a2f53456f01d601ae153f76a2d,Mars and Venus United by Love,Mannerism (Late Renaissance),mythological painting,c.1570
301,388,51408.jpg,46200eee40e22039aef7a5944bb445c9,Stage design for 'The Phantom' of Hermann Bahr,Art Nouveau (Modern),design,1913
302,390,85069.jpg,46200eee40e22039aef7a5944bb445c9,Stage design for 'The Phantom' of Hermann Bahr,Art Nouveau (Modern),design,1913
311,402,70020.jpg,46200eee40e22039aef7a5944bb445c9,Self-portrait,Art Nouveau (Modern),self-portrait,c.1914
312,403,23775.jpg,c5d221866879b9c2c6781275eebf7b68,Busto di Fanciulla e Figure,,figurative,1969
313,405,4364.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Tsukada Island in the Musashi province,Ukiyo-e,marina,
319,411,55435.jpg,1c3585c12e0917cda33d523cf5f23b10,"Study for the figure of ""Spring"" at l'Opéra-Comique, Paris",Symbolism,nude painting (nu),1920.0
320,413,79413.jpg,6cb9c6aacf2625fb8604ba0ae6a0f39b,Man soll nicht asen mit Phrasen,Dada,figurative,1930
321,415,60634.jpg,397c63db1c7b507d23abff3f8bb0fa18,Self-portrait,Baroque,self-portrait,1658
323,417,2896.jpg,062244b785e58518f2f189329633c59e,"Sketch for the opera ""Legend of the Invisible City of Kitezh and Maiden Fevronia""  by Nikolai Rimsky-Korsakov ",Art Nouveau (Modern),design,1929.0
327,421,13273.jpg,1c3585c12e0917cda33d523cf5f23b10,Danse de fiançailles detail,Romanticism,design,1885.0
336,430,83517.jpg,1e595d48fcdc7832cb923efc35aa8da4,Notary,Neo-Expressionism,figurative,1983.0
360,458,102148.jpg,c5d221866879b9c2c6781275eebf7b68, Il Nuovo Secolo Ridà alle Arti Plastiche il Senso della Costruzione e dell'Architettura,,figurative,1933
369,467,88767.jpg,39c465a1d078121873a31807ce9dc2ed,Windows,Art Nouveau (Modern),design,
371,469,82140.jpg,d09f796f2b0aa11dffc88badd9806119,The Black Sea,Romanticism,marina,
375,473,13889.jpg,acd9b34941d5485b6ffcf6836e07149f,Self portrait at the age of 35 ,Romanticism,self-portrait,1828
379,477,58564.jpg,342d7068656b00878b23e1031a3ddf50,The Rape of Europa ,Art Nouveau (Modern),mythological painting,1910.0
381,479,48736.jpg,50900e56a7480824436d7ad7f83fcc2b,Cupid Unfastening the Girdle of Venus,Rococo,mythological painting,1788
397,497,29842.jpg,96e7b1bc8d52e18caf0af34fec2e9bcb,Vedute di Roma,Neoclassicism,design,
399,499,43015.jpg,e7dabd4d8fe94ffecc6f2dbbe71ca0e9,Spectres,Abstract Expressionism,figurative,1960
407,508,78766.jpg,db1318d32df7428076e03513ebf762bb,Wildflowers,Realism,flower painting,c.1906
414,518,27129.jpg,46200eee40e22039aef7a5944bb445c9,Ver Sacrum postcard nr. 12 I. Secessionausstellung  with greeting line of the art historian Julius von Schlosser,Art Nouveau (Modern),design,1898
424,532,10590.jpg,345dc3f45c95d3fe04f8c192cc8ed8d2,Self-portrait as a young man,Romanticism,self-portrait,1800
446,557,90385.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Nude Sel-portrait,Northern Renaissance,self-portrait,1505
452,565,94550.jpg,79f6b47483600c140c91e901f746a368,Spring Breeze,Realism,nude painting (nu),1895
458,572,74871.jpg,d09f796f2b0aa11dffc88badd9806119,American Shipping off the Rock of Gibraltar,Romanticism,marina,1873
462,577,90330.jpg,1ae80fd3af969741be58cae9964af887,Stormy sea with ship wreck,Romanticism,marina,1857.0
465,580,24633.jpg,5f766392b0bb21a9a771c4675efccd5f,Bogatyrs,Symbolism,mythological painting,1881.0
480,596,21848.jpg,c5d221866879b9c2c6781275eebf7b68,I Due Violini,,symbolic painting,1945
491,607,82151.jpg,1e595d48fcdc7832cb923efc35aa8da4,Per Capita  ,Neo-Expressionism,figurative,1981.0
496,612,102149.jpg,46200eee40e22039aef7a5944bb445c9,"Draft drawings for the breakfast room of the apartment Eisler Terramare, ladies desk chair with retractable",Art Nouveau (Modern),design,1903
498,614,83543.jpg,46200eee40e22039aef7a5944bb445c9,"Church Am Steinhof, drawing of the angel in the left side window",Art Nouveau (Modern),design,1905
499,615,25287.jpg,db1318d32df7428076e03513ebf762bb,"Flower of the swamp, a head human and sad",Symbolism,symbolic painting,1885
509,626,76556.jpg,c9cd113b30213d965c9ac0c385319c94,Les Lézards ,Expressionism,design,1961.0
513,630,1534.jpg,605d22132f5e157ce5bc7bf91d6f8a1a,Spring (Daphnis and Chloë),Realism,mythological painting,1865
520,637,5721.jpg,2e31e2dc9bac8e4a0b718e4cfeb724ac,Ceiling on the area of Vida y Obra de General Ignacio Allende,Muralism,design,
521,638,84112.jpg,1c3585c12e0917cda33d523cf5f23b10,Danse de fiançailles detail,Romanticism,design,1885.0
522,639,37633.jpg,c5d221866879b9c2c6781275eebf7b68,Mattutino (Reverie Matinale),,figurative,1927
562,681,35820.jpg,1e595d48fcdc7832cb923efc35aa8da4,Grillo,Neo-Expressionism,figurative,1984.0
601,726,81654.jpg,1e595d48fcdc7832cb923efc35aa8da4,Victor,Neo-Expressionism,figurative,1987.0
603,728,62893.jpg,3a320926ef941d53716127548523450c,"The ""Fighting Temeraire"" Tugged to her Last Berth to be Broken up",Romanticism,marina,c.1839
606,731,24609.jpg,d7f21b854745372690a1896b8342d19f,The Education of Achilles,Symbolism,mythological painting,
616,742,6490.jpg,df158115f72d7f1a3889158962258455,Greyhound,Rococo,animal painting,1793
628,756,60987.jpg,46200eee40e22039aef7a5944bb445c9,Daghestan rug design bubbles for Backhausen,Art Nouveau (Modern),design,1899
639,769,99398.jpg,75b01d49b558b091529d9455bc5acf39,Dogs fighting,Baroque,animal painting,
671,806,77716.jpg,28fc41d6f8efc4e8b85a7e03e5d319fd,Self-portrait,Rococo,self-portrait,1781
678,813,50750.jpg,e8eae9a2f53456f01d601ae153f76a2d,Happy Union,Mannerism (Late Renaissance),mythological painting,
679,814,21520.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Self-Portrait with Dark Felt Hat at the Easel,Post-Impressionism,self-portrait,1886
687,822,40524.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Tenjiku Tokubei riding a giant toadn,Ukiyo-e,mythological painting,
688,823,52043.jpg,c5d221866879b9c2c6781275eebf7b68,Finestra su Saint-Germain-des-Prés,,figurative,1927
708,844,2089.jpg,79bdcfa4ad167a9b9bc9bc9723d8e7e5,Freja ,Art Nouveau (Modern),mythological painting,1905.0
717,855,3205.jpg,d8a3c897c506be7de91d8f892f14f934,Cats,Art Nouveau (Modern),animal painting,1910.0
718,857,59855.jpg,8fbc4e9858ab6c0ee10c3dff789e72d0,Morpheus and Iris ,Neoclassicism,mythological painting,
727,866,31198.jpg,ede635e53e1b4a905bbea74de30371cf,Self-portrait,Mannerism (Late Renaissance),self-portrait,c.1567
732,873,61337.jpg,dd1e99aa9c15008b8656242701a30801,Self Portrait,Neoclassicism,self-portrait,1794
733,874,77324.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Takagi Toranosuke capturing a kappa underwater in the Tamura river,Ukiyo-e,mythological painting,
741,882,47158.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Li Hayata Hironao grappling with the monster,Ukiyo-e,mythological painting,
745,886,69424.jpg,b60aa1ea22ccf54d9fe50f892e9f28ab,Regatta in Concarneau,Pointillism,marina,1891
748,889,1459.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Oki no Jiro Hiroari killing a monstrous tengu,Ukiyo-e,mythological painting,
752,893,94284.jpg,8b1800319323ab9b0ce2e0b11b3f4772,Hesiod and the Muse,Romanticism,mythological painting,
756,898,81279.jpg,9d9ad9e2fbdcff68dadc266ccc6e4aed,The Battle of Sea Gods,Early Renaissance,mythological painting,1480
763,905,91942.jpg,21f21671f0017453e10f2a6afe61a1b9,The Ball Game,Art Informel,figurative,1958
765,907,85743.jpg,b223caa3b80154b3741fff3af42566c9,Map of the Saône and Loire region in France,Neoclassicism,design,
776,922,84765.jpg,1e595d48fcdc7832cb923efc35aa8da4,Head ,Neo-Expressionism,figurative,1981.0
781,927,94129.jpg,d8ac73f0218c738977444c6217a35211,Self-Portrait with Hat,Expressionism,self-portrait,1909
783,929,53593.jpg,c5d221866879b9c2c6781275eebf7b68,La Servante,,figurative,1934
787,933,72449.jpg,1e0aa40ee8d2974b22344dd8f1bc6c0e, Self-Portrait,Romanticism,self-portrait,
793,939,26501.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The sailor Tokuso and the sea monster,Ukiyo-e,mythological painting,
795,942,58880.jpg,46200eee40e22039aef7a5944bb445c9,Fabric design with trout dance for Backhausen,Art Nouveau (Modern),design,1899
814,964,49643.jpg,46200eee40e22039aef7a5944bb445c9,"Holy Spirit Church in Düsseldorf, design for the left side wall",Art Nouveau (Modern),design,1907
817,967,19913.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Uneme is exorcising the monstrous serpent from the lake,Ukiyo-e,mythological painting,
819,969,98867.jpg,9a85697fd693e11f87846ebc70c00227,Draft of a theater curtain,Art Nouveau (Modern),design,
820,970,3862.jpg,e8eae9a2f53456f01d601ae153f76a2d,Cephalus and Procris,Mannerism (Late Renaissance),mythological painting,c.1580
830,983,84011.jpg,3cc9a44380296d93e68b71a27643c25f,Self-portrait in front of olive wallpaper,Post-Impressionism,self-portrait,1881
836,989,64864.jpg,3cc9a44380296d93e68b71a27643c25f,Self-Portrait,Post-Impressionism,self-portrait,1880
846,999,33374.jpg,b3f06d944fdf7d1bb8d855eaa6b85496,Venus and Amor,Northern Renaissance,mythological painting,
858,1013,69147.jpg,b70aff441b90812382a59d08b01393f7,"Still Life with Leaves, Fruit and Flowers",Post-Impressionism,flower painting,1945.0
863,1018,23540.jpg,46200eee40e22039aef7a5944bb445c9,Danube waves,Art Nouveau (Modern),design,1901
867,1022,2009.jpg,db1318d32df7428076e03513ebf762bb,The Turquoise Vase,Realism,flower painting,c.1911
875,1030,24733.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Yamamoto Kansuke fighting a giant boar,Ukiyo-e,mythological painting,
877,1032,28898.jpg,db1318d32df7428076e03513ebf762bb,Muse on Pegasus,Symbolism,mythological painting,c.1900
884,1039,28178.jpg,bc05d13501bcf1fbca160ee8c3dec5cc,Landscape with Apollo Guarding the Herds of Admetus,Classicism,mythological painting,
887,1042,8521.jpg,3cc9a44380296d93e68b71a27643c25f,Self-portrait,Impressionism,self-portrait,1875
899,1056,99465.jpg,46200eee40e22039aef7a5944bb445c9,The reciprocal of dancers,Art Nouveau (Modern),design,1901
901,1058,98645.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman Leaving Her Bath,Impressionism,nude painting (nu),1898
940,1098,62534.jpg,a6027a4ba71b61a55ea598379c9d508c,Woman Having Her Hair Combed,Impressionism,nude painting (nu),1895
947,1105,23268.jpg,f319ab062993d276b4b67feef079992f,Running dogs,Realism,animal painting,1853
954,1113,99102.jpg,a7b6670e2d23f415998849a8fdedae18,The Origin of the Milky Way,Mannerism (Late Renaissance),mythological painting,c.1575
960,1119,15020.jpg,f72f31224ccfa5ec42755d755eb374a5,The Triumph of Flora,Rococo,mythological painting,1744
968,1127,90295.jpg,57a4723720fe446196e259123f11f8b1,John the Apostle (Half Length Portrait of a Man with a Pinfeather Looking Up),Northern Renaissance,self-portrait,c.1516
985,1147,100480.jpg,d17674bf9d0c54c4fba534cf1ac9c733,Dynamism of a Soccer Player ,Futurism,figurative,1913
987,1149,97171.jpg,46200eee40e22039aef7a5944bb445c9,"Am Steinhof Church, Design for the right side altar Guardian Angel",Art Nouveau (Modern),design,1904
999,1161,97894.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Reclining Nude on a couch,Realism,nude painting (nu),c.1905
1000,1162,103182.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,The poet Dainagon sees an apparition,Ukiyo-e,mythological painting,
1022,1188,40394.jpg,24992a1ddca2a38675f62a88ff93f8a6,Triptych II (Beach Girl),Pop Art,figurative,1963.0
1040,1210,628.jpg,46200eee40e22039aef7a5944bb445c9,Draft for the space of ​​the Austrian State Printing House on show in London,Art Nouveau (Modern),design,1906
1041,1211,67541.jpg,46200eee40e22039aef7a5944bb445c9,"Am Steinhof Church, Design for the left side altar Our Lady of Mercy",Art Nouveau (Modern),design,1904
1053,1226,1503.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Pinks and daisies or Pinks and dahlias,Magic Realism,flower painting,1912
1059,1232,52481.jpg,5c147c5e335fa44f75dcbf7ac11a4f97,Shrimp,Ink and wash painting,animal painting,
1069,1248,27666.jpg,bfb541e54ad5c7320e8f80e2a2163e93,Ocean waves,Ukiyo-e,marina,
1070,1250,77409.jpg,46200eee40e22039aef7a5944bb445c9,Hyacinths,Post-Impressionism,flower painting,c.1910
1084,1269,31438.jpg,bc58ed3c3e7750f9644953020a39e867,Male Torso,Neoclassicism,nude painting (nu),1800
1085,1271,30449.jpg,d3d2bb71e57d6bc4231e1370ed544649,Nattlig vision,Surrealism,symbolic painting,
1092,1278,101111.jpg,46200eee40e22039aef7a5944bb445c9,"Holy Spirit Church in Düsseldorf, design for the right side wall",Art Nouveau (Modern),design,1907
1104,1292,46083.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Self-portrait in front of a mirror,Impressionism,self-portrait,1883
1106,1294,16134.jpg,3cc9a44380296d93e68b71a27643c25f,Self-Portrait with Beret,Post-Impressionism,self-portrait,1900
1114,1303,24340.jpg,1b364d98237678788dceab6d21ca5d7f,Bathing nymphs,Romanticism,mythological painting,1831
1116,1305,41110.jpg,d880f75735034af92204bc70a5802e7d,The Garden of the Hesperides,Academicism,mythological painting,c.1892
1117,1306,22879.jpg,b844978933b7ae43e32ce775494821eb,Untitled,Surrealism,symbolic painting,c.2000
1128,1317,87253.jpg,a7b6670e2d23f415998849a8fdedae18,Danae,Mannerism (Late Renaissance),mythological painting,1578
1134,1324,64828.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Minamoto Yorimitsu also known as Raiko,Ukiyo-e,mythological painting,
1136,1326,100152.jpg,3cc9a44380296d93e68b71a27643c25f,Self-portrait in front of pink background,Impressionism,self-portrait,1875
1137,1327,3486.jpg,3cc9a44380296d93e68b71a27643c25f,The Abduction,Romanticism,mythological painting,1867
1139,1329,53388.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Japanese Vase with Roses and Anemones,Post-Impressionism,flower painting,1890
1140,1331,77555.jpg,e8eae9a2f53456f01d601ae153f76a2d,The Rape of Europa,Mannerism (Late Renaissance),mythological painting,
1142,1333,88516.jpg,bc3c45adfb9848a8b5ce12ec39f4d240,Portrait of John Everett Millais,Realism,self-portrait,1853.0
1184,1383,62391.jpg,f44205b1eb2de981de766e0688f8cbac,"Costume study for a chancelor from ""The Magic Flute""",Art Nouveau (Modern),design,1927
1194,1394,14150.jpg,e5ff34fd17269062c990b15bc47c280a,Flowery branch,Ink and wash painting,flower painting,1707.0
1203,1403,46078.jpg,1c3585c12e0917cda33d523cf5f23b10,Danse de fiançailles,Romanticism,design,1885.0
1204,1404,99838.jpg,e5ff34fd17269062c990b15bc47c280a,Vegetable Gardens,Ink and wash painting,flower painting,1707.0
1224,1426,1680.jpg,397c63db1c7b507d23abff3f8bb0fa18,Self-portrait as the Apostle Paul,Baroque,self-portrait,1661
1229,1431,91789.jpg,34af3fde07e283bb8c99f8de85e5f94d,Atalanta and Hippomenes,Baroque,mythological painting,1625
1233,1436,9523.jpg,e5ff34fd17269062c990b15bc47c280a,Bamboo and Rock,Ink and wash painting,flower painting,1707.0
1234,1437,33773.jpg,de42ef05d5901837bbe974fdb3c30ba5,"Seascape, the Poplar",Realism,marina,c.1873
1237,1440,57427.jpg,3cc9a44380296d93e68b71a27643c25f,The Judgement of Paris,Romanticism,mythological painting,1864
1245,1451,28604.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Parrot,Northern Renaissance,animal painting,
1277,1486,54838.jpg,6cddbe4fa475cf6ba58e4aa55203b31d,A Chestnut Racehorse,Romanticism,animal painting,
1281,1490,27962.jpg,86a9f9dbebdb2495b291954abe9ce9aa,Self-Portrait with Spectacles,Rococo,self-portrait,1771
1289,1500,26979.jpg,a6027a4ba71b61a55ea598379c9d508c,The Toilette,Impressionism,nude painting (nu),1897
1293,1504,15914.jpg,4a30943bf6dd5da55d12ccd14aaff0d8,Woman with the Jug,Magic Realism,nude painting (nu),1906
1308,1520,5458.jpg,facb8013e0ad77b41ecbdf661f440c03,The Epsom Derby,Romanticism,animal painting,1821
1309,1521,1053.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Wappen Pirckheimer ,Northern Renaissance,design,
1311,1524,76222.jpg,a6027a4ba71b61a55ea598379c9d508c,"After the Bath, Woman Drying Herself ",Impressionism,nude painting (nu),1892
1317,1530,99707.jpg,1b364d98237678788dceab6d21ca5d7f,Back view of a bather,Romanticism,nude painting (nu),1859
1326,1541,51148.jpg,d880f75735034af92204bc70a5802e7d,Perseus and Andromeda,Academicism,mythological painting,1891
1332,1547,48284.jpg,d8a3c897c506be7de91d8f892f14f934,Seated Nude ,Art Nouveau (Modern),nude painting (nu),1900.0
1338,1554,18076.jpg,db1318d32df7428076e03513ebf762bb,The Red Poppy ,Realism,flower painting,
1339,1555,71862.jpg,7d5b99e13b8608872e3f20d1c4a4f1d9,Self-portrait,Romanticism,self-portrait,1851
1344,1560,98192.jpg,df158115f72d7f1a3889158962258455,"Mars, Venus and Cupid",Rococo,mythological painting,1757
1345,1561,12357.jpg,ede635e53e1b4a905bbea74de30371cf,Danae,Mannerism (Late Renaissance),mythological painting,1546
1363,1583,52497.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Self-Portrait,Northern Renaissance,self-portrait,1498
1369,1590,30419.jpg,9a85697fd693e11f87846ebc70c00227,The Three Ages of Woman,Art Nouveau (Modern),symbolic painting,1905
1372,1593,94474.jpg,79f6b47483600c140c91e901f746a368,Cupid on a sea monster,Neoclassicism,mythological painting,c.1857
1373,1594,24197.jpg,d880f75735034af92204bc70a5802e7d,Hercules Wrestling with Death for the Body of Alcestis,Academicism,mythological painting,c.1870
1375,1596,34160.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Mitsukini Defying the Skeleton,Ukiyo-e,mythological painting,1845
1376,1597,6891.jpg,a087f33967e659c63924aa07c89b948f,The Fountain Of Youth,Northern Renaissance,mythological painting,1546
1379,1601,87958.jpg,df158115f72d7f1a3889158962258455,Apollo and Diana,Rococo,mythological painting,1757
1380,1602,46066.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Still Life,Post-Impressionism,flower painting,1888
1381,1603,31638.jpg,1e595d48fcdc7832cb923efc35aa8da4,Undiscovered Genius of the Mississippi Delta,Neo-Expressionism,figurative,1983.0
1383,1605,14390.jpg,d8a3c897c506be7de91d8f892f14f934,Cats on the Sofa,Realism,animal painting,1908.0
1389,1614,95079.jpg,a6027a4ba71b61a55ea598379c9d508c,Self Portrait in a Soft Hat,Impressionism,self-portrait,1858
1390,1615,90196.jpg,e5ff34fd17269062c990b15bc47c280a,The Daffodils,Ink and wash painting,flower painting,1694.0
1399,1624,48691.jpg,c9380d13360b37f21cfd174d92a7247e,Duty boats in the bay,Post-Impressionism,marina,1934
1400,1625,47949.jpg,5d6136636d3015e201f6096d67c89860,Torquato Tassos Vaterhaus in Sorrent bei Neapel,Romanticism,marina,1836
1407,1634,91668.jpg,1e595d48fcdc7832cb923efc35aa8da4,Charles the First,Neo-Expressionism,figurative,1982.0
1431,1664,82314.jpg,ede635e53e1b4a905bbea74de30371cf,The Feast of the Gods,High Renaissance,mythological painting,1529
1438,1671,70962.jpg,46200eee40e22039aef7a5944bb445c9,Primmeln in the basket,Post-Impressionism,flower painting,c.1912
1441,1675,17484.jpg,16548363e96f1c64ca498fd00352df9a,Venus Verticordia,Romanticism,mythological painting,1868
1442,1677,99375.jpg,397c63db1c7b507d23abff3f8bb0fa18,Self-portrait,Baroque,self-portrait,1632
1447,1683,26780.jpg,d244e01cbf4a4be6cbdb5493c75053a4,A Beautiful Little Shit for Dieter ,,figurative,1971.0
1450,1686,58184.jpg,46200eee40e22039aef7a5944bb445c9,Parrot tulips bloomed,Post-Impressionism,flower painting,c.1910
1463,1700,28031.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Death of Orpheus,Northern Renaissance,mythological painting,1498
1474,1712,34390.jpg,46200eee40e22039aef7a5944bb445c9,Kolo Moser,Art Nouveau (Modern),self-portrait,1903
1475,1713,7698.jpg,86a9f9dbebdb2495b291954abe9ce9aa,Self-portrait wearing Glasses,Rococo,self-portrait,
1476,1714,31328.jpg,10bc951c2eb4a2f05fa773bdaace4e3b,Still Life Vase with Rose-Mallows,Post-Impressionism,flower painting,1890
1502,1742,90211.jpg,d8a3c897c506be7de91d8f892f14f934,Seated Nude from Behind ,Art Nouveau (Modern),nude painting (nu),1905.0
1503,1743,5388.jpg,c3e9d9ebe5f2900190bef9342c440bd9,Fighting Seekentauren,Northern Renaissance,mythological painting,
1507,1747,96694.jpg,8e441c5899bf3d2f3b2c493e62fb92bf,Stingrays,Ukiyo-e,animal painting,
1519,1760,2444.jpg,51b72626792ce4fabab05000bac62e7d,Lion Snapping at a Butterfly,Romanticism,animal painting,1889
1526,1767,68154.jpg,46200eee40e22039aef7a5944bb445c9,Drafts for metal relief,Art Nouveau (Modern),design,1904
1543,1784,40689.jpg,9a85697fd693e11f87846ebc70c00227,Watersnakes,Art Nouveau (Modern),symbolic painting,1907
